rank,address,balance_raw,balance_formatted,percentage_of_supply
7445,0xb333b51d7c759dce8e97ba665758fd4de89e8fa8,10000000000000000000000000,10000000.000000000000000000,0.000001
7446,0xb28fd6b492f7cfa9dba302d75c1151bc10085739,10000000000000000000000000,10000000.000000000000000000,0.000001
7447,0xb17613c362e2947c33fa09c7957b8cf37cef7139,10000000000000000000000000,10000000.000000000000000000,0.000001
7448,0xae06207c78d049d7c9a951ffda6e67cef44568d3,10000000000000000000000000,10000000.000000000000000000,0.000001
7449,0xad806f40b604f89ba0c0d387965648d33ae6eaae,10000000000000000000000000,10000000.000000000000000000,0.000001
7450,0xabc0c7bd903ae94bb5e49cbeb32cc4b71cb5092a,10000000000000000000000000,10000000.000000000000000000,0.000001
7451,0xab04d19b319012da58a9faf847c24f0e03cac9aa,10000000000000000000000000,10000000.000000000000000000,0.000001
7452,0xaaa224e230a5cb73fc83a5dba31688b5b13252c1,10000000000000000000000000,10000000.000000000000000000,0.000001
7453,0xa998f52b700b0e03f8ad4d054926eb8fbfcd6427,10000000000000000000000000,10000000.000000000000000000,0.000001
7454,0xa7309a4e0e7dcb63ff88f983f7d74a267cc42cd7,10000000000000000000000000,10000000.000000000000000000,0.000001
7455,0xa3e1530488057faa5eb8aa56accf53449cbd2e11,10000000000000000000000000,10000000.000000000000000000,0.000001
7456,0xa35fd22191086b4ef282b7da0bb3290a81ab6d3a,10000000000000000000000000,10000000.000000000000000000,0.000001
7457,0xa18d0a0cbd5cf131a304fc334bff0863efa5a699,10000000000000000000000000,10000000.000000000000000000,0.000001
7458,0xa12daeadb9aabfa83820bf9245746c114dc4856d,10000000000000000000000000,10000000.000000000000000000,0.000001
7459,0x97c7eaff7ee17f3be1034a6f68794009bcb1673f,10000000000000000000000000,10000000.000000000000000000,0.000001
7460,0x97705bc4a51540e7584e5775d15d9f40fb84ed2d,10000000000000000000000000,10000000.000000000000000000,0.000001
7461,0x947b3f38141bd1fd68b95931dcab5ef435330854,10000000000000000000000000,10000000.000000000000000000,0.000001
7462,0x93460c7ab4d8ef7d7104442f7b4dea12bc7b41bc,10000000000000000000000000,10000000.000000000000000000,0.000001
7463,0x90025a7ffc466e51894151e07d3499bef1827b5f,10000000000000000000000000,10000000.000000000000000000,0.000001
7464,0x8f353df0afb3acb40618eb112640259df41c740d,10000000000000000000000000,10000000.000000000000000000,0.000001
7465,0x8f288af1377e79d7820a0a21d0db032e1fdd3214,10000000000000000000000000,10000000.000000000000000000,0.000001
7466,0x897915e16e6d2d69a06f1805dafa6b60de81cfc8,10000000000000000000000000,10000000.000000000000000000,0.000001
7467,0x88d896d2037a586fe3acf6ebfcfb0c4ababa973f,10000000000000000000000000,10000000.000000000000000000,0.000001
7468,0x8849567664fe49b745da1e6ec57d9f2147d30a6c,10000000000000000000000000,10000000.000000000000000000,0.000001
7469,0x83d95d4a860458db7b4809ad8cddc5ca34c9f11e,10000000000000000000000000,10000000.000000000000000000,0.000001
7470,0x83623b5529eaa759fdb5cba268f0bf441f6d46e4,10000000000000000000000000,10000000.000000000000000000,0.000001
7471,0x7a4e3764a18bcf9e6048623a0b815f95151f2c2d,10000000000000000000000000,10000000.000000000000000000,0.000001
7472,0x77891a990df8242718d50a3b4d472a9bc06bdf62,10000000000000000000000000,10000000.000000000000000000,0.000001
7473,0x73fe9a5558c0bdcd932e334f2e256cbb0bc6759a,10000000000000000000000000,10000000.000000000000000000,0.000001
7474,0x6f6de18b79ca5b7edb3c2bfef60c048560683b77,10000000000000000000000000,10000000.000000000000000000,0.000001
7475,0x6d6a241774cb7eeef514d734a0c69d1d394c6af8,10000000000000000000000000,10000000.000000000000000000,0.000001
7476,0x6b3d220be2ca83172788c0594b11f6c033ea2806,10000000000000000000000000,10000000.000000000000000000,0.000001
7477,0x670739ec34de7528bae3d192bbcf3cb13b47252a,10000000000000000000000000,10000000.000000000000000000,0.000001
7478,0x66692d5459665391eff7c7cf9593825b47d48811,10000000000000000000000000,10000000.000000000000000000,0.000001
7479,0x64650a8259f40da35ea73568b17aa5d952e3b194,10000000000000000000000000,10000000.000000000000000000,0.000001
7480,0x601048c13c300b07fed6b67c61b685fd97391a2f,10000000000000000000000000,10000000.000000000000000000,0.000001
7481,0x5b235533ecc2ceeae841aa3c1bbf15fd8d35190b,10000000000000000000000000,10000000.000000000000000000,0.000001
7482,0x5ad753cf3d747bedbcf9f58a4153e9568973ba84,10000000000000000000000000,10000000.000000000000000000,0.000001
7483,0x58663ebe3078d83851a58632da016a3c73cba180,10000000000000000000000000,10000000.000000000000000000,0.000001
7484,0x56125ad35da378beb64b52b253c17490d52368de,10000000000000000000000000,10000000.000000000000000000,0.000001
7485,0x4d1a4b97bbb07c4d9b9c9e87af9cde22558c5285,10000000000000000000000000,10000000.000000000000000000,0.000001
7486,0x4cb9e746b7d26f7ab94cefc8c4c961cd9a6c2dbf,10000000000000000000000000,10000000.000000000000000000,0.000001
7487,0x4c024e7529a38b281e93e0d0382eafa98de1e5e4,10000000000000000000000000,10000000.000000000000000000,0.000001
7488,0x4aa859e72dcbfebac29fbfde012e9683ea20da9e,10000000000000000000000000,10000000.000000000000000000,0.000001
7489,0x4a9c302e0696f5118ce92b4ea2fa0a5d2c5bbc5c,10000000000000000000000000,10000000.000000000000000000,0.000001
7490,0x49b981eb5095df215815e1af1b4b59c1c6b79a0f,10000000000000000000000000,10000000.000000000000000000,0.000001
7491,0x4863af2a2fe11fe8bd232ff46001b146424c636c,10000000000000000000000000,10000000.000000000000000000,0.000001
7492,0x46870e5a06ffc1c693bfe683da56ebf73932dbfd,10000000000000000000000000,10000000.000000000000000000,0.000001
7493,0x3c246d7e294c7b187121e080baca688ab8341ed8,10000000000000000000000000,10000000.000000000000000000,0.000001
7494,0x35c662da5c247f78e0fde54d8e78147802768f30,10000000000000000000000000,10000000.000000000000000000,0.000001
7495,0x35688c9c0ad09a9a4fc0f2cdb2efeb62b7686031,10000000000000000000000000,10000000.000000000000000000,0.000001
7496,0x332abc1c789c8c6135dbd37b0d8b338e639f7ca4,10000000000000000000000000,10000000.000000000000000000,0.000001
7497,0x3177a849e797cc2e81d0cdffa1146b35afa79fb9,10000000000000000000000000,10000000.000000000000000000,0.000001
7498,0x30d598ef7d8b4f7a9d43c58224b0d391d394fd81,10000000000000000000000000,10000000.000000000000000000,0.000001
7499,0x2d0b78c0de3e20940ec112b7a529329f61a22c1a,10000000000000000000000000,10000000.000000000000000000,0.000001
7500,0x2b581252e6c59936ca222d6156fd080770c67002,10000000000000000000000000,10000000.000000000000000000,0.000001
7501,0x2aaeb275a0610df19a143764435454b835ca3ed7,10000000000000000000000000,10000000.000000000000000000,0.000001
7502,0x2a9e294182ca40d7ab026b6f335b37f60d18b845,10000000000000000000000000,10000000.000000000000000000,0.000001
7503,0x29d5a322a76391c7416d830eeec37eca9de6549c,10000000000000000000000000,10000000.000000000000000000,0.000001
7504,0x28dce678f1677ee27dce9380f2da0b5bfe875ed4,10000000000000000000000000,10000000.000000000000000000,0.000001
7505,0x2810d6b23e6e487ac7985bf5b7248a8392167b33,10000000000000000000000000,10000000.000000000000000000,0.000001
7506,0x2695830906afa1c057f3dcca2c097063b2c79f3d,10000000000000000000000000,10000000.000000000000000000,0.000001
7507,0x26504feb2c57c58d6ca89915de926aef788b1c3c,10000000000000000000000000,10000000.000000000000000000,0.000001
7508,0x241fe2d47706ce53b825e8c0afbb6b08e731b3aa,10000000000000000000000000,10000000.000000000000000000,0.000001
7509,0x223d4d3f14251071e73465d4e983987742fc6d87,10000000000000000000000000,10000000.000000000000000000,0.000001
7510,0x1f4b2e1754d500633943dafc6b235e68ef20d0da,10000000000000000000000000,10000000.000000000000000000,0.000001
7511,0x1e742814c77cb428859b50db4f885375eb0d4534,10000000000000000000000000,10000000.000000000000000000,0.000001
7512,0x1e311b03854d93cef1c6f8aff51784933ceeacbb,10000000000000000000000000,10000000.000000000000000000,0.000001
7513,0x1df2367696ca4caa337560294f79d72a4aab6c99,10000000000000000000000000,10000000.000000000000000000,0.000001
7514,0x1b71a5a652e14d9ec0e790fcff36f9efe3fd49ce,10000000000000000000000000,10000000.000000000000000000,0.000001
7515,0x17eafe68486b2c92b323f75357c11a8333d285cd,10000000000000000000000000,10000000.000000000000000000,0.000001
7516,0x1728752ae66372a3a584843763ffcf3e74b4d7eb,10000000000000000000000000,10000000.000000000000000000,0.000001
7517,0x1708055482b24c424a6309daff42c4697685ccd0,10000000000000000000000000,10000000.000000000000000000,0.000001
7518,0x162ae344b77f432dde248986e4bb515e3f27425c,10000000000000000000000000,10000000.000000000000000000,0.000001
7519,0x1609874e2f33513bbed09ec76219cb87ae422248,10000000000000000000000000,10000000.000000000000000000,0.000001
7520,0x152cac7a29cf0981257f0cb9ce5c90a8bcbd9477,10000000000000000000000000,10000000.000000000000000000,0.000001
7521,0x115583692749684aa7749d6e3450a31ca9cd041e,10000000000000000000000000,10000000.000000000000000000,0.000001
7522,0x103e7f3b023ae37988472efef1abd36fd312edd3,10000000000000000000000000,10000000.000000000000000000,0.000001
7523,0x100fd50e21fe0c0cbd384916a9c3204ed4155078,10000000000000000000000000,10000000.000000000000000000,0.000001
7524,0x0aecf2854d6e6bc0a145c132fb2863e2dda40bfd,10000000000000000000000000,10000000.000000000000000000,0.000001
7525,0x0a0aa93dc18e3ef2d8590633bba6b66f6ae64f9e,10000000000000000000000000,10000000.000000000000000000,0.000001
7526,0x07be4c02107c96287c9ac3581f3badf51ca3c27c,10000000000000000000000000,10000000.000000000000000000,0.000001
7527,0x01765e3fa2ff82c929bf350df5a035be2596d72d,10000000000000000000000000,10000000.000000000000000000,0.000001
7528,0xe673bb08f53eaa387b2859ebc07eb4a62fe0e85a,9998866154255938447623064,9998866.154255937784910202,0.000001
7529,0xf483d2eec9edce965ae5aaf326b4d93172483e4f,9994906335667958205323489,9994906.335667958483099937,0.000001
7530,0x5401ce9046c5887b7b4c973e4533db1603ddf734,9991285906745049367924976,9991285.906745050102472305,0.000001
7531,0x3f7e1fb1629f369325e3fee5fe1c55451a6c722f,9956105512606934546182207,9956105.512606933712959290,0.000001
7532,0x88df99745d03f29f47e960963131f45fb851f708,9955876849446609371371679,9955876.849446609616279602,0.000001
7533,0x583461ce654c7bd29fded10929deca64887f1131,9935192088509774293759738,9935192.088509773835539818,0.000001
7534,0xd6eda5a9cf02742c45a914521b71c2f33b429864,9921255844903538986552262,9921255.844903539866209030,0.000001
7535,0x914af7ae6fb29e975c75cae2540e1ed20045735d,9920854559321143362658376,9920854.559321142733097076,0.000001
7536,0xf5bae4c609368157f856c29bce6fb2d48b686868,9911909664433995037576636,9911909.664433995261788368,0.000001
7537,0x3f51922745a0c46090ce7e1db302adbfa00e9018,9909001163457936229148313,9909001.163457935675978661,0.000001
7538,0xa327dbd395551d68f1c147c2a0f75a6a4bc24369,9898192000000000000000000,9898192.000000000000000000,0.000001
7539,0xe0699890f712ba50ec62e6672fd5bdb5b266ffea,9892548650796273283943457,9892548.650796273723244667,0.000001
7540,0xccc0c0ef84d409eda5aff8365002118f52afbad6,9892505778649882040064413,9892505.778649881482124329,0.000001
7541,0xe35f93601769ac941f627e5b4a7884c3e79a6144,9865797285759510052101943,9865797.285759510472416878,0.000001
7542,0xed63d304945025dbd9d01ce514224733cfe3ac6e,9861821831526905341359212,9861821.831526905298233032,0.000001
7543,0x299e7cc18369e0f02a6c91df5a9f98ccf9adf580,9861705679887170988606649,9861705.679887171834707260,0.000001
7544,0x53f446094aa8215a70eb75e03e5b595b2ed80f8c,9849792531465219883695430,9849792.531465219333767891,0.000001
7545,0x9dcba4397f8ae0eb540965b4cda30726218ac15e,9849353263372045097846172,9849353.263372045010328293,0.000001
7546,0xd4680566f04459045044f23aecf3621e3c51dcfa,9844426161266042195010711,9844426.161266041919589043,0.000001
7547,0x93e3144eb79a3385a821de41c714158e4f5cf76b,9841451112275638895525930,9841451.112275639548897743,0.000001
7548,0x765c69d72c500b6dd0dceacd732c7f432194a992,9836639774523202690388680,9836639.774523202329874039,0.000001
7549,0xb8a14c5b9953692bdbb92c40b6e8267335533ea0,9827325829082220662555908,9827325.829082220792770386,0.000001
7550,0xd703c29cd6e475a06c0182ccfb46c96f5866c283,9816900000000000000000000,9816900.000000000000000000,0.000001
7551,0xcffd636a1c6c1dab6e4b706d82a51ec29bb61465,9815158474686968060683345,9815158.474686967208981514,0.000001
7552,0x96bd43eacf482216190b37500085f9301b16a8e9,9800468748369752387416198,9800468.748369751498103142,0.000001
7553,0x0557007505b53a399a59a93509673fdc5a3dc454,9791549484697716584809193,9791549.484697716310620308,0.000001
7554,0xa1921365e2dd1370496d3119613f08927892c175,9788451011805627609177226,9788451.011805627495050430,0.000001
7555,0x9ce40cc677637a478e6e4aa853abd69756c4d35d,9787119047526712187287833,9787119.047526711598038673,0.000001
7556,0x648b9cdac71b119e7a25eb61397682309fa8e3a6,9782805544900144148733570,9782805.544900143519043922,0.000001
7557,0x4b2c079f8562c52cb796a548f0f5c528ffa9fdc7,9780065058093451754432065,9780065.058093450963497162,0.000001
7558,0x0ff54bc2e4f7d4c1dac061d79d9184b363d70ed1,9772028813763831883501216,9772028.813763832673430443,0.000001
7559,0x120d9cfb58636d30b88acba1543eeb19efed7be3,9771884311259431164155308,9771884.311259431764483452,0.000001
7560,0xd233b160e4101b45c10a77afc657ed3a3f4af020,9752134952964512600751295,9752134.952964512631297112,0.000001
7561,0x113a614314a9d4eeca444f7e7c2322656b51cef7,9749100000000000000000000,9749100.000000000000000000,0.000001
7562,0x29a8ce8a25c4e1cfc4a487b3f77cced4f96a6901,9744367265861737922821403,9744367.265861738473176956,0.000001
7563,0xa8638d2fc1e248944f27110c88584f203372c577,9730972308179232833055742,9730972.308179233223199844,0.000001
7564,0xd9c13c1eda0ce486a278d56ad1f3899bc3813dfb,9720416060605750273795252,9720416.060605749487876892,0.000001
7565,0xcec31886ede155648c78889729f9605505a85fba,9715789679141341127158404,9715789.679141340777277946,0.000001
7566,0x09f35eb9b82e5d4c792408bae7613935ee78a35b,9710983000000000000000000,9710983.000000000000000000,0.000001
7567,0xa9b9573d070265e509fa398940d5ebda6cc3b523,9707109122479912726158526,9707109.122479911893606186,0.000001
7568,0xba57d68315765a43d5a651664d8b2e4498e6a583,9700000000000000878790575,9700000.000000000000000000,0.000001
7569,0xd3f4c05471757e71257252af01d17ae4009df578,9699331746288125705723214,9699331.746288126334547997,0.000001
7570,0xa70fd5ab2395f5ea9c5fbe7077451fc067401d5f,9697824562192874444181422,9697824.562192874029278755,0.000001
7571,0x40e635303aeae95d4e047ef9c23af99867b53e08,9684232102039848846984804,9684232.102039849385619164,0.000001
7572,0x524c6a9b47450d0a6880d9145838f2c2c71285c6,9670056331007584760114701,9670056.331007584929466248,0.000001
7573,0x426e4ff9f749ab748012a78a99e2bf7a281a8104,9666996314931835457900860,9666996.314931835979223251,0.000001
7574,0xe1e2442382e61732e07dfd0f00214443ffa0fb16,9666964342464880768155369,9666964.342464881017804146,0.000001
7575,0x8540013f84dab499e0001b557f1539946128dde8,9662453185559067710543164,9662453.185559067875146866,0.000001
7576,0x4e00976f65f7e4d4082cfcbf4caade0ad20c0433,9658285472994840902734944,9658285.472994841635227203,0.000001
7577,0x1ce4b277c740ca6ceecb3f1af208caa414dae5af,9655732146681673283326635,9655732.146681673824787140,0.000001
7578,0xf2a3387ac5d599970dc886b96b3a47c20a697097,9654999656924374064168204,9654999.656924374401569366,0.000001
7579,0x35d7d02cf5c2e1afe78465d3d4e6a96b55ecee27,9647174636163770740278882,9647174.636163771152496338,0.000001
7580,0xeef564aa245d91b708718aaa7de82639b1b1ebe2,9638599637121769835355179,9638599.637121770530939102,0.000001
7581,0x0be532ed2739bf971a646453c9ec66f284831dec,9638441190712731554333346,9638441.190712731331586838,0.000001
7582,0xe5458ec787195f86f83efbf48b71d34af9bc84bb,9627034533581994246590388,9627034.533581994473934174,0.000001
7583,0x783e13e249b92a5cd91a82d437d8489b4589f169,9624878451509856242253639,9624878.451509855687618256,0.000001
7584,0x812601c07da7a923fb7da29ce78135f0d5f5c5aa,9622120420114394704601181,9622120.420114394277334213,0.000001
7585,0x177dd27ebaeb00e7e1cf006455c6038f16d0f9aa,9620165010544088541694452,9620165.010544087737798691,0.000001
7586,0xda2cd71ee68bc42e9a985a72fda608d0ac84b687,9618761923089440356481049,9618761.923089440912008286,0.000001
7587,0x6021781b7907addb52b10eb48a0b32bb6fbe2e87,9618761875764002079254111,9618761.875764001160860062,0.000001
7588,0xe178581f75347cd40f5e7de34f744e66ada7f5db,9618753775035854148455711,9618753.775035854429006577,0.000001
7589,0xbd9ad4c7ec733049c2bf740185301e822d52cc8b,9618749994045765432441609,9618749.994045766070485115,0.000001
7590,0x79f4ba781b2e7d095c03e35a7d236c1dc1511ae2,9616663952670142716964452,9616663.952670142054557800,0.000001
7591,0xc1439c4a0e0ab5fe4df9983695b3befea1d07639,9616459828878459087135747,9616459.828878458589315414,0.000001
7592,0x24409a80444948bd189a74be9b6e1810b01782fe,9615985354750014524367252,9615985.354750014841556549,0.000001
7593,0x7a49fed4a3c8bd7036f1a4eb3991376abab438e7,9612275125634849817077896,9612275.125634849071502686,0.000001
7594,0x7f219fb8bc0c8c2535e7977fb02b31affdaff5f3,9611565716822714642138166,9611565.716822715476155281,0.000001
7595,0xd6f8d850813e9518e7491e96c25842ccf38007d4,9608361427215736893762326,9608361.427215736359357834,0.000001
7596,0x69d6594841c5d7df2691690b7195c6875a2d2a9e,9603795264664904572179019,9603795.264664905145764351,0.000001
7597,0x5686c4add0b7ceea6a97518ba029b5ff84424735,9603576276026567001311526,9603576.276026567444205284,0.000001
7598,0xb3d26ad619f5779c84af2000f62409b9fd39d803,9603564398840732371400634,9603564.398840732872486115,0.000001
7599,0xb8338cb90bd28e56e6603bfdfb829cc07a0b22bc,9603552568904637853545225,9603552.568904638290405273,0.000001
7600,0x7f8d308ff1daa69b3e8a190b86aa08dec2f44c42,9603327885155595178242509,9603327.885155595839023590,0.000001
7601,0x15c11ac62a95f671c0093803c71963328feffe3e,9597732859118022405362029,9597732.859118022024631500,0.000001
7602,0x8a0aa618b02d386053386bdedfc293c5a46a68dc,9596449400754684060894746,9596449.400754684582352638,0.000001
7603,0x25f5a333f76528c8647307b550821ff91d6f7841,9595993930347264578489153,9595993.930347263813018799,0.000001
7604,0x2fa1d4fba32943eac00820cf0b7a9e0524e13eb4,9582891816218228108600292,9582891.816218229010701180,0.000001
7605,0x1e078c518556ec34d9a039edc54bb5274d09a481,9576159788591433378217456,9576159.788591433316469193,0.000001
7606,0x2a8a217fd2e5e8030bfa079b21e2904718c22cc4,9574130327549636447682340,9574130.327549636363983154,0.000001
7607,0xf3f5b3da48b4fde510f21005845db65d719f507a,9572417928873275268510253,9572417.928873274475336075,0.000001
7608,0xde29e3a23efe7737eb965e00a953e868b6c90570,9567593458873885933476384,9567593.458873886615037918,0.000001
7609,0x3c30765cae26cc563411e08f3084387bdd557e74,9537454072056805314950122,9537454.072056805714964867,0.000001
7610,0xe3ebaa857c9b1ca6cabab0011722c01b69808487,9508233202227479748217546,9508233.202227478846907616,0.000001
7611,0x34b5a0b4d5079da1f8145b4bbafa4a54ed2984a7,9504360349492364249065572,9504360.349492363631725311,0.000001
7612,0xeaed823832937c558c2e17efd828a016e954c032,9503772574006724115074267,9503772.574006723240017891,0.000001
7613,0xaa41add152339586a8ab57105ae70986db3f2905,9500223910288181541270414,9500223.910288181155920029,0.000001
7614,0x1c243e0a2b6d8ab6b0ec6a8148538f84cc22e457,9500148713791699421027107,9500148.713791700080037117,0.000001
7615,0xa8520e944de4503577dbcb5c25d52c598b9f6135,9500042888251216086317170,9500042.888251215219497681,0.000001
7616,0xce14a7cf938116537a08911938d11275664317cd,9499374467852349605201553,9499374.467852350324392319,0.000001
7617,0xf6a2f8b96eeade7c2f779d0fac5595c0abcdb5ef,9495543723366626842349257,9495543.723366627469658852,0.000001
7618,0xac29ed1abda46d6b6fea07806727d3acded1deb4,9484266953142744831180934,9484266.953142745420336723,0.000001
7619,0xc1272c79a0a284876e5d7a2df93f63422ef9e0d7,9484243756124587772688893,9484243.756124587729573250,0.000001
7620,0x450b187d530778e13734b9a0e41d101684cf7167,9484058394271666603727778,9484058.394271666184067726,0.000001
7621,0xef4b839c08d275e2da9e66136e65e4203c4b3853,9483196750698576841210056,9483196.750698577612638474,0.000001
7622,0x966c35446c7e2bd8ae13fb37bd7d4a0950b249d0,9476128806610847387026688,9476128.806610846891999245,0.000001
7623,0x81e110f2cd67011fbe4de971b415d3ffd2f64324,9457670537936046160594109,9457670.537936046719551086,0.000001
7624,0x39dd56c9c59ac05b8eb80b4fb1ca8d69bf1fe517,9457449502715537509236417,9457449.502715537324547768,0.000001
7625,0x79a66102243fc5bed72daf542775a89946f54770,9447092724996107961879911,9447092.724996108561754227,0.000001
7626,0xbd356f64716240cbd45919efcbdd0ba80def061e,9443420548939745226070916,9443420.548939745873212814,0.000001
7627,0x51824024cc038385630a9513ed41ff19c75d33f7,9438212392699873059630579,9438212.392699873074889183,0.000001
7628,0x1dc0e8e5ef068d59f1a5cd917487eead608fd5d1,9437001616723939545676997,9437001.616723939776420593,0.000001
7629,0xd97e1e705766534b423244dc3f2f1b2adf12dd8f,9436990070325183082609850,9436990.070325182750821114,0.000001
7630,0xf7d8f4724e603216c8d5c14c01e1c3694659f516,9436973964591786079175504,9436973.964591786265373230,0.000001
7631,0x17280496aae1d82f6d1f960b9bf43eec4a81ee2f,9433495474821991221384105,9433495.474821990355849266,0.000001
7632,0xc7089ba648937d7792c8657bedc2107d0cf652ac,9432911473365229631992551,9432911.473365230485796928,0.000001
7633,0x6a0ea42dd7e901e090a078e758b0415257332448,9432868568772995912107651,9432868.568772995844483376,0.000001
7634,0x5428f63a4d08233e9fbec8da742f114f69496752,9430437282529412753650000,9430437.282529411837458611,0.000001
7635,0x0b9f5643f6bd86f3070e0c72b7cbad15738fd88f,9416549539218453561316557,9416549.539218453690409660,0.000001
7636,0xf85a5b3d1849c8432e4704dcfb31916b3ff3ef3c,9413289970179772890978027,9413289.970179772004485130,0.000001
7637,0x1622718f0224b9ce877542ffcc4b0472e44e09c6,9410913588758707834988247,9410913.588758707046508789,0.000001
7638,0xd6fdd09806abfe8250039887868e5f68ada616b6,9404277736416585187029977,9404277.736416585743427277,0.000001
7639,0x112c9b926082d9a9697ba73df1d137dac8fd9971,9399627040888779771784739,9399627.040888778865337372,0.000001
7640,0x170f47e5b1e96135beeb87a7275cae03c5c03482,9382537508102542912668531,9382537.508102543652057648,0.000001
7641,0xaeec719342b77d5e601a62df3119fb1c61e442a8,9381894029659998197721083,9381894.029659997671842575,0.000001
7642,0x01f6482284989d8926ff990f7b2b929a6b4daf74,9381543401540565890298269,9381543.401540566235780716,0.000001
7643,0xf9de230613e7814516939fe0cb03e5942a5e192c,9380258167828834671621902,9380258.167828835546970367,0.000001
7644,0xdcd577b9c510cd4e828d2d9c0cda7bf52d73b1cd,9379884902843137540720840,9379884.902843138203024864,0.000001
7645,0x9661f1a65529e2a7db1dfba5d4c722dc6bc6d04c,9379836282000265865869187,9379836.282000266015529633,0.000001
7646,0xe98125c6f098b57b16fe1ad94792b006a6b848ab,9379794136992242154732995,9379794.136992242187261581,0.000001
7647,0x79100ab45e83277ff9f08a250b129e047dcae18b,9379189142517847871205971,9379189.142517847940325737,0.000001
7648,0x2533e3205876ccb5d8fcded0523ef906df70a903,9374520449994000497494767,9374520.449993999674916267,0.000001
7649,0xba235e4b699df6931c7ba68170d5c81c3fd3ec70,9364885743526566260514110,9364885.743526566773653030,0.000001
7650,0xbd813ad4426ee7baa07feaae44e3cbadbe401743,9362951382290787706293861,9362951.382290787994861603,0.000001
7651,0x3b680222fe3e9af181b01f7ce0d7f65816084411,9362164030141835066429190,9362164.030141834169626236,0.000001
7652,0x7ea4d82bcbc05eba72801658b460968b404f4b41,9359882746195529424167191,9359882.746195528656244278,0.000001
7653,0x3d06ba2ab620c5d9a94e670178903e3a6d03708c,9353814354937325220864447,9353814.354937324300408363,0.000001
7654,0x8041dc941acf51af14e0f175175f6afa60530b6a,9353745586011971920937046,9353745.586011972278356552,0.000001
7655,0x54f1891753a0dab868aa94fee312e42ed32f524f,9353218433704984802380104,9353218.433704985305666924,0.000001
7656,0x1161459a6be1178ffa11805b6b7c70332fc3fc74,9351593115331532506805102,9351593.115331532433629036,0.000001
7657,0x1276c254ca78420663fdeca827bce2b61c7e8e12,9350297003356333940924545,9350297.003356333822011948,0.000001
7658,0x1c188718933abcaf75be34fa07e0b40f47ca2a98,9350285630832457243386598,9350285.630832457914948463,0.000001
7659,0x2b4e0bdac23805c949c00235525d78b941d199a3,9349695532895261209072051,9349695.532895261421799660,0.000001
7660,0xc91479942a4b126ab7e026da7a2de992419a1919,9349515692565284793911010,9349515.692565284669399261,0.000001
7661,0x132f7415f7f7508b451bad1439c311cc53a1bf79,9348169903137474448242108,9348169.903137475252151489,0.000001
7662,0x9a2361017c47cfa1df8d8cfe7a649aeebf080610,9347818390029148300513936,9347818.390029149129986763,0.000001
7663,0xcc80cec2fd619b9b12def139cc6b3385a2604edb,9347795692695467240139640,9347795.692695466801524162,0.000001
7664,0xcc505994161ee8cb38766c186bbfd85e44335d75,9346522216332650534546410,9346522.216332649812102318,0.000001
7665,0xacbb94400b3b33ac54093e2cbeb3bd0a6b4f7065,9346510836011020907303546,9346510.836011020466685295,0.000001
7666,0x8dc90b73d947beacc669a7a0b8778e0c012633b0,9346488143443341000036832,9346488.143443340435624123,0.000001
7667,0x6812d53b4f62323d70488fcda0a9184d02484a55,9346362031385222497078607,9346362.031385222449898720,0.000001
7668,0x7099d72d279ae19650a1a9a159c80fdbc372b151,9346172570688536312324824,9346172.570688536390662193,0.000001
7669,0xae8a51ef7cc2de2dc3fcfae6eff61cd63966f0dd,9346149879351855288747110,9346149.879351856186985970,0.000001
7670,0x45e265da769560619c92f78949ce0f8d86b9e4c0,9346138499723605645881956,9346138.499723605811595917,0.000001
7671,0xd6ed639d7e2d4f6c02284d596753940db6a82339,9346138454397776197719433,9346138.454397777095437050,0.000001
7672,0x74388780ee5b9832af6bccae9dfe016ff07a978f,9346084024649643318531197,9346084.024649642407894135,0.000001
7673,0x3e0c5064be4641440cbf6798e0837f1527bdffc5,9345955040430827104368215,9345955.040430827066302299,0.000001
7674,0x137af9321292930e513e411f12aeb1b08b03e06e,9342131797917829860825231,9342131.797917829826474190,0.000001
7675,0x862c78ebfced2da5c634625b4f49347f7d5fcbad,9340870798531774760576334,9340870.798531774431467056,0.000001
7676,0x29b965e989a6b9e42c229bb9212b2c948933074d,9336352021699073000242665,9336352.021699072793126106,0.000001
7677,0x742078ca53c028165ab59a23cc98bb45d0205a2d,9326298233113284726899259,9326298.233113285154104233,0.000001
7678,0x498fec8957a0980d56ed20627e64387f3f89746a,9326211757042151592910659,9326211.757042150944471359,0.000001
7679,0xd575b2bdfc1321e71c8197fdba27a5a7778a806c,9324629457034650372614702,9324629.457034651190042496,0.000001
7680,0xece797e171e25a8eeb14f6866bb8091ba9b34507,9316834000000000000000000,9316834.000000000000000000,0.000001
7681,0xdfdacf39f19d2bbd328a227e9b1f0654492e522d,9310632325093708869290790,9310632.325093708932399750,0.000001
7682,0x1b2c5eba94366e3d4595765a290776fc24b5726f,9306909383194469802363630,9306909.383194468915462494,0.000001
7683,0xf2484ff04d42c5a49c936927a825491fd6f17800,9306292800497452118277993,9306292.800497451797127724,0.000001
7684,0xf35cf5ce62a6b241f8b94b9269993622fe652ae8,9303435777862408208140951,9303435.777862409129738808,0.000001
7685,0xedebc3cc7241bfd7dc76d5e854cedff442afcc84,9288948409134083222904934,9288948.409134082496166229,0.000001
