rank,address,balance_raw,balance_formatted,percentage_of_supply
1,0xab5801a7d398351b8be11c439e05c5b3259aec9b,689000001445840713877926484003366,689000001445840.750000000000000000,68.900000
2,0x5bf60ea5cf2383f407f09cf38378176298238a6c,80290961989745239005188470028119,80290961989745.234375000000000000,8.029096
3,0x0f2d557587022a8f500d7b9ca099342af796b946,57236664254937448594108029471267,57236664254937.445312500000000000,5.723666
4,0x92c889c4a6472d0e841ba9e360430b9ec4e3911c,15963161082894106506178288931698,15963161082894.107421875000000000,1.596316
5,0xf801f3e34e52fea91d23adb9319446307af6a3a3,9942232715475318788564104254279,9942232715475.318359375000000000,0.994223
6,0x1e544b6d506bb1843877ad6a9c95c2bbc964d962,7234427926200591429891259033598,7234427926200.591796875000000000,0.723443
7,0xbe23cbb62064b8b1550ae5ada59c39d45b1e2081,4691837098620450215580706815342,4691837098620.450195312500000000,0.469184
8,0x54de7d80f049e3d1fa8facc7b99386ffbbd9c90a,3500952140528895982711488806856,3500952140528.895996093750000000,0.350095
9,0x57d61d8e93101dcb279da9d866d9cee35f356f26,2962972734700257104197132117318,2962972734700.257324218750000000,0.296297
10,0x79bfade93e6cf3bfa75515bfcfaddfd8b2d97ea2,2040581653505856368778874280497,2040581653505.856445312500000000,0.204058
11,0xe9387fa53c0dad42f96ee0fb070966f237a2dd40,1617113869631329276399755968901,1617113869631.329345703125000000,0.161711
12,0xf970ad270abacf305057f44db6e1524f8f18f937,1553701814995157210876204252319,1553701814995.157226562500000000,0.155370
13,0xdf5c8555e96b450accb41d6dd3708fd109954adf,1508795400495550170840203400413,1508795400495.550048828125000000,0.150880
14,0x91891e7a41328d9406e4c8929fb38804fa9a4149,1453161976924000000000000000000,1453161976924.000000000000000000,0.145316
15,0x790b3a034da88ac00ea323beb1240a5273d5be32,1450000000000000000000000000000,1450000000000.000000000000000000,0.145000
16,0x9d8e1d321d111c89cfc04b79f88bd7b88ab4c22a,1406546699999000000000000000000,1406546699999.000000000000000000,0.140655
17,0x674d548d18ba85bc68163d714abf9ace49224473,1372305551565968598687748308186,1372305551565.968505859375000000,0.137231
18,0xdf5b47c2da00c1666c365f20521d08e860167539,1314733072013089050496602141521,1314733072013.089111328125000000,0.131473
19,0x4a6a46539d27b9473be6f309a8922cf73b2042c7,1298780049332348868613343367638,1298780049332.348876953125000000,0.129878
20,0x9995943c4f3709eb0779d3c99c0235ff7608108d,1238027152331114459927546009824,1238027152331.114501953125000000,0.123803
21,0x84e92b983d0cb93c7f82db59bd86b298ec45ff49,1107227999291000000000000000000,1107227999291.000000000000000000,0.110723
22,0x045ba96b785fd595e37ba37ac57264f8eb423336,1063655497522159925890130422263,1063655497522.159912109375000000,0.106366
23,0xbe17af300ed8e7a9e60cb4895b47aadd6cb53c51,1060095262412795988864790056510,1060095262412.796020507812500000,0.106010
24,0x3dd9cf0b98f7b3ce4a4b0931f4c499c4ab3a9810,1003500413398000000000000000000,1003500413398.000000000000000000,0.100350
25,0xb20db2c2003512f43bff66ea73bc4236fa3bebe3,1000012435250000000000000000000,1000012435250.000000000000000000,0.100001
26,0x40d47b18435c929db0fade2a9ea044581d09086d,981984212195662282569532194956,981984212195.662231445312500000,0.098198
27,0x11447ef1e3737c9c72ad822a9b3242616417d8ee,980763035200876827766231282500,980763035200.876831054687500000,0.098076
28,0x0ab237e91cb500ec851bb7b31a375b7589529b10,957326222296955881952828182333,957326222296.955932617187500000,0.095733
29,0xd19f6dbc5844fc8c21ad85ce69b8c9227621d612,953371567748961494858768242568,953371567748.961547851562500000,0.095337
30,0xec14793a2e881d4eeec0bde928667fc4b509f297,900000000000857953184430202022,900000000000.857910156250000000,0.090000
31,0x49274640869ba3c5b3d6c1fdbdfa4141332a91a5,854039882592911787972313520047,854039882592.911743164062500000,0.085404
32,0xe847b290076a939b116c41b44ca3c570bd9fc947,847098121072780535707933694888,847098121072.780517578125000000,0.084710
33,0x013b030ddfad77e3aef9042fe6046177521284cb,831757718297000000000000000000,831757718297.000000000000000000,0.083176
34,0x15071ecd64022cf614630fbe92969bd9ab98e882,827959072990436181071843708246,827959072990.436157226562500000,0.082796
35,0x28eb5b975f4063aec66df969d2328003495eafab,814268837090033611195134108914,814268837090.033569335937500000,0.081427
36,0x76e65aa2f73b32806278fd0700df986731a4e547,812985659126000000000000000000,812985659126.000000000000000000,0.081299
37,0xfd15cb084cdb5f8cf51933ea93d0e1f6b21e5ce0,811065714719169674062020357652,811065714719.169677734375000000,0.081107
38,0xcf0e4c0f0ac4fa62cc18c9777c693b4d73392a8d,793418538441183991501830017283,793418538441.183959960937500000,0.079342
39,0xa47f31b991fe1c9b0372d8349a01edb047973780,738179961920020382492676851181,738179961920.020385742187500000,0.073818
40,0x80e1c7c616add85eb71c904ab321c868dc477a4c,700000000000000000000000000000,700000000000.000000000000000000,0.070000
41,0x787f9a6902548fd5188e819abfcc1890e3cecd9a,673344811258998078089328840369,673344811258.998046875000000000,0.067334
42,0x6265728aa913a55c066133105167fed56441d4f6,658370968090000000000000000000,658370968090.000000000000000000,0.065837
43,0xb7ef82fa294aee9da955e7c1cb28947c3e44980f,648719820805534767586962010743,648719820805.534790039062500000,0.064872
44,0x85d572495843d4d8cc1639e0e45abeb00eb79522,641706322351059966427588886510,641706322351.059936523437500000,0.064171
45,0x0de6e4a92fa6d0e9833377b72020efa374f6388a,604239308697098319722301639207,604239308697.098266601562500000,0.060424
46,0xfc8feeb1288c10130167e1bdf3e8d4da92d327de,601163694285407255801380182083,601163694285.407226562500000000,0.060116
47,0xfb70873a658edc89e814dbac0440e5a8c824544a,600000000000000000000000000000,600000000000.000000000000000000,0.060000
48,0xe969975e18275340b8b78ac59035b8fc859dbf6c,600000000000000000000000000000,600000000000.000000000000000000,0.060000
49,0x90aeb921b205927b603a7180e18e855432fcd708,596159989787000000000000000000,596159989787.000000000000000000,0.059616
50,0x0108e5521e54394cacb22d664ec9722e52355e31,566540730318420969211820394676,566540730318.421020507812500000,0.056654
51,0x47ce87f942c3410bbdac30f69427ef5493f78476,552839438028153130632474832338,552839438028.153076171875000000,0.055284
52,0x9e254914d5250cce301afc87c40e61f6d2a2abf0,533200110743605009831159699055,533200110743.604980468750000000,0.053320
53,0xc8df2a02771490c5af288db0428fa52c51d05aac,529990100000000000000000000000,529990100000.000000000000000000,0.052999
54,0x0499d821624288509cad73b17f57cc528f066ca5,529307760678804550548629190482,529307760678.804565429687500000,0.052931
55,0x9475bb507d775d98bd65afff7163e4d50d66a227,523950378689000000000000000000,523950378689.000000000000000000,0.052395
56,0x557c60995797fa7b47be105227a2e46148d85750,510818357052277216734924916396,510818357052.277221679687500000,0.051082
57,0xbccebe829f7227f03fdf0a1676d9aa258cafc160,505813059260000000000000000000,505813059260.000000000000000000,0.050581
58,0xc0603f5cca3d74bc8049614f8089c5a165c3160e,500000000000000000000000000000,500000000000.000000000000000000,0.050000
59,0xd9004cd4d4039fe30ead122a50bd5cbde37b1cc7,499999999999500000000000000000,499999999999.500000000000000000,0.050000
60,0x55165eb48fae572c135ab574d86f887d6596f164,499999999999500000000000000000,499999999999.500000000000000000,0.050000
61,0xf2cc21c364f41b5e9f3b1d29168e434d526315a6,499464215813706081134072593474,499464215813.706054687500000000,0.049946
62,0x863aefd4d4be1e3efda7d457fe13d6115dcd30cd,486445514397000000000000000000,486445514397.000000000000000000,0.048645
63,0x56f8f97a8a7eb106ba2cbf0a78cf356f3c422b9d,484704481886530570388261849185,484704481886.530578613281250000,0.048470
64,0x700e8a7297ae29d8b4aca0f88008cf030773105d,463679915920759573206648566153,463679915920.759582519531250000,0.046368
65,0x8565fcd77f5115b51305fbb11633a2a2e341f06b,460403668331000000000000000000,460403668331.000000000000000000,0.046040
66,0x13e697e3c2f715966ddaf1b97a8577027e0fd2b7,441340286245857796478165697630,441340286245.857788085937500000,0.044134
67,0x00fe75619881227b053f6592b0e85b08b9ad6b15,440003113541390291856304053123,440003113541.390319824218750000,0.044000
68,0x67e6f9ebc5c9459bf5f7d3405f7ce66b6d22b521,437380938699926382701167809770,437380938699.926391601562500000,0.043738
69,0x9224cf7956b8787f1e015349ba2937cef29215d8,425078309894762884291396402579,425078309894.762878417968750000,0.042508
70,0xa2f5108b0d61cbb67189defdc63e682c1b781b94,424777614274000000000000000000,424777614274.000000000000000000,0.042478
71,0x2f093c4363054e4f47a7ca534298ba8cbce90f58,420429819619588692169320455158,420429819619.588684082031250000,0.042043
72,0xbf26925f736e90e1715ce4e04cd9c289dd1bc002,412028793850421336768959660123,412028793850.421325683593750000,0.041203
73,0x6b88e2267f926ce0f3082f5d8274dfa0da25f893,409171224130267801326547572485,409171224130.267822265625000000,0.040917
74,0xe7d35f7ffcb0e69581b43fd874c682d05cabb933,402459173991772490138513566987,402459173991.772460937500000000,0.040246
75,0xb12aa8282b00de547fda518cff984a375a61a29d,401455788811980034854769838961,401455788811.980041503906250000,0.040146
76,0x732422d5a31e077a583b2abd53507d91f0718d98,398589890784939288950113631981,398589890784.939270019531250000,0.039859
77,0x491d295dde5e3c315cc4509adb6a54aa5b34453a,397363864572865321195498624187,397363864572.865295410156250000,0.039736
78,0xa140a4b75819603b480a68658e4cea641337ffa8,387290575854000000000000000000,387290575854.000000000000000000,0.038729
79,0x42ad6bbbf16df68e6fbd76f2397ee2dfcc6ea97f,383752229922970770903247827008,383752229922.970764160156250000,0.038375
80,0xc9e78b85aff1ce061e6d7263061c1323ef00edd2,379392844921198357002673776462,379392844921.198364257812500000,0.037939
81,0xc2d39c4a2443a7b1e2dbcb72a1ef4fbfebb3e33e,374391198556624494019685398606,374391198556.624511718750000000,0.037439
82,0x9c033f41dd3ceb89f1c01b0da1f156b7a9068d41,365924960913563278450967785121,365924960913.563293457031250000,0.036592
83,0xe797fbb8756141ba1823c663a6563f07a289ca2c,358443542351616832476820660154,358443542351.616821289062500000,0.035844
84,0x9e0b70f04bc3ea0251b179727a0897198990b36d,356897646923000000000000000000,356897646923.000000000000000000,0.035690
85,0x8bca4b27d1a32e757c8728128a9479b0d49c248d,355430673672948450181205131726,355430673672.948425292968750000,0.035543
86,0xde56d1f2afb99154cc08f0e785caa01ed146c654,352741607612332175135117052835,352741607612.332153320312500000,0.035274
87,0x7876aee21839df428cec6692c635acd195d1d3a5,350571519351370710788395635665,350571519351.370727539062500000,0.035057
88,0x9e001e5d0bf30a75a12cc4d1d5b3f09d76f9671a,349828262476189296248779804517,349828262476.189270019531250000,0.034983
89,0x56ddd00d6416540ab3202736339327296a64238f,348313915345960501129653169179,348313915345.960510253906250000,0.034831
90,0xcaadb47bc84bb555e5feb7ad4b51f8b42a3cdb4e,344301918082000000000000000000,344301918082.000000000000000000,0.034430
91,0x9f2f91d3b80faad0941be195d5ea79086c6d156c,342876704909346359034233494188,342876704909.346374511718750000,0.034288
92,0x0ed26a54d83d0df3ebbbbf6aac003c9af6874870,338362925405067493600515385596,338362925405.067504882812500000,0.033836
93,0x236389ad2c776cfcd933bd96e7804bba565e4e47,335058437136905972799089315755,335058437136.905944824218750000,0.033506
94,0x179d9332b168338d42a1814d73906e894b4d1121,331728631075536232416596475672,331728631075.536254882812500000,0.033173
95,0x93f5af632ce523286e033f0510e9b3c9710f4489,327316267690698890790049508496,327316267690.698913574218750000,0.032732
96,0x24d0fe94ed2ed819525b68d437aab1e0b4dfce2d,312549497216878292880667603815,312549497216.878295898437500000,0.031255
97,0x18b952659edf001bd70deea5a57164bd4ee588aa,307234099139563743333608897274,307234099139.563720703125000000,0.030723
98,0x20e4ff672f64b3218bf6922f2ca4b7d72a81496e,301299103020660187386241122238,301299103020.660217285156250000,0.030130
99,0xcc2d06e530622dd128d5302283aebb13fc2011fb,300000000000000000000000000000,300000000000.000000000000000000,0.030000
100,0xbfd98740a6c6f2e26736295d79d13e0a07f67939,300000000000000000000000000000,300000000000.000000000000000000,0.030000
101,0xbb14483915fd58ee5660291619100a618a7f735f,297976597321798556130000000000,297976597321.798583984375000000,0.029798
102,0x6474d845de53dafed2d1c752330378fe9cf7d7e3,291403763809364142228379583137,291403763809.364135742187500000,0.029140
103,0xa8642bca7013ce895efa389279fc2e5ed0708af5,289885732303096339351983959724,289885732303.096313476562500000,0.028989
104,0x9b269141e3b2924e4fec66351607981638c0f30f,281893814637454436910994298376,281893814637.454406738281250000,0.028189
105,0x2e909729016eb1013a197e05210e35ce4435abc4,276048166983205982833080932434,276048166983.205993652343750000,0.027605
106,0x20133982daf75c582ef72a2c7b97e7a66a6cd148,273983513771630129310571712368,273983513771.630126953125000000,0.027398
107,0xef7d3956487cdb5544966a976f637607a34478e1,271417785536084345202897383978,271417785536.084350585937500000,0.027142
108,0xac6f75899c116f12ae7a14a4754aaa10c040bc7f,271329115697823761411310577559,271329115697.823760986328125000,0.027133
109,0x2ce4acdf6b012f4ae72a96036b5a2b8f2ae3976f,270830382195000000000000000000,270830382195.000000000000000000,0.027083
110,0xddd360597fe8708c18f81aa9f83825f319a18c4c,266431920020228624894597909174,266431920020.228637695312500000,0.026643
111,0x17417ffeaafc46eb45d371f14792215997391ed7,265568345957478750361917852653,265568345957.478759765625000000,0.026557
112,0x0e42d7887e4dfd681fe295bec85729c0420e0ae0,259293223787491753967661240541,259293223787.491760253906250000,0.025929
113,0xa011ddba8202142014adac7bd55d49f4e3258000,258795507267281639159898223218,258795507267.281646728515625000,0.025880
114,0x981dd53e54496510904dd651f921e9ffe8a9c8dd,255538075610128038231695120515,255538075610.128051757812500000,0.025554
115,0x22b526f1cf33bf4ee7f6ad129b1b699e0e27c77c,254332224605720681761074399850,254332224605.720672607421875000,0.025433
116,0x7fa4d3c05181f50c322ef0208eaa63a7389fb036,249371269414015618132341078893,249371269414.015625000000000000,0.024937
117,0x4431d01dfbe8e62d55831f588d8e0a27cd1ce376,246868774569654146426245527731,246868774569.654144287109375000,0.024687
118,0x723a7630a63633e85528e579411d326fd4a291e9,245309882145162705337254649007,245309882145.162719726562500000,0.024531
119,0xa9f508115535c2ae58e565ce74c577b1834cf613,245192134873117197770000000000,245192134873.117187500000000000,0.024519
120,0x8fd3a93633dca8763eae1f0e50b8961101dc07e5,244062057276597948062047439677,244062057276.597961425781250000,0.024406
121,0x563f90c31cb89c321bfff01dbb47168a15bdf32a,238326716420138140339843885601,238326716420.138153076171875000,0.023833
122,0x64baeb02876aa58078aa25c1c43b7a5492873559,233608962269138134474384470110,233608962269.138122558593750000,0.023361
123,0x4d710402cb398a82d7c8e6be70da4b72ce8490a8,231281123517000000000000000000,231281123517.000000000000000000,0.023128
124,0xfaa73f92da4ab9b0a43ae4b33ad7dffbd1b60fe4,228299991445000000000000000000,228299991445.000000000000000000,0.022830
125,0x88d1c95377d50bac6c680190ffa909f0d24ff0a0,228149513896472357663050327034,228149513896.472351074218750000,0.022815
126,0x542d762996d736db67fa0d7dd7388a33e83169d2,225950890974978959126581601243,225950890974.978973388671875000,0.022595
127,0xc1c66e103e4d65fd0d56a5c5727de01d406bda6c,223969397925103856818958302802,223969397925.103851318359375000,0.022397
128,0x9038c454c37fbb30ba7dad2e3c1ac2e9de630de2,222946525375000000000000000000,222946525375.000000000000000000,0.022295
129,0xb5ec4d0c50bb2d16eb867da848dd14de867bff92,219986850000000000000000000000,219986850000.000000000000000000,0.021999
130,0xac6375dc359f13260f550c8c08ff16b4e966e7b1,219195528327465996603647126850,219195528327.466003417968750000,0.021920
131,0x4750a9f5e6105618caa41f333cc9d4f06bc0e1ea,218411116900247657540000000000,218411116900.247650146484375000,0.021841
132,0x8242bd3822a08f2fb56aa3157b2c37e7ce273a4d,217097992245758561000000000000,217097992245.758575439453125000,0.021710
133,0x36ff6b07abcf4d06aeb3d31486796b91b4d8f0ee,215475851960000000000000000000,215475851960.000000000000000000,0.021548
134,0xcd1d61e5ca822ae47dabca328da705e2ef940f83,214938176060669377348797698263,214938176060.669372558593750000,0.021494
135,0xde98b8745b0a38e855d86cf33353305b135749db,212926891160897027689444849283,212926891160.897033691406250000,0.021293
136,0x9f0387e297cd1b94a740eca616051567dae70feb,210882967728000000000000000000,210882967728.000000000000000000,0.021088
137,0x13b68a237f1b53e12b5b5ea29e113f27676f64c0,206514946448000000000000000000,206514946448.000000000000000000,0.020651
138,0xa8e244ea51061a32d99188dfda67cb11b91541aa,200439920365000000000000000000,200439920365.000000000000000000,0.020044
139,0x1418b82d722589217d42fb9dd83cb9a2958d3e9a,200000956915161278531241974872,200000956915.161285400390625000,0.020000
140,0xcc71088e6bf39b9d026fa595c0e4fca2fb639d07,200000000000000000000000000000,200000000000.000000000000000000,0.020000
141,0xbd4eb0295468c80725017f74113f5aebbd6e8d12,200000000000000000000000000000,200000000000.000000000000000000,0.020000
142,0xa665a0507ad4b0571b12b1f59fa7e8d2bf63c65f,200000000000000000000000000000,200000000000.000000000000000000,0.020000
143,0xcb63fa3f89990190b9ec3e883433b3704c081bd1,200000000000000000000000000000,200000000000.000000000000000000,0.020000
144,0xe764797d72d1fe6fa22e3ffc97473a9aa78f3913,198122743380227782227561759226,198122743380.227783203125000000,0.019812
145,0xb2b5098a394c6a7f93e5f50e4e267cbb48888673,196444506688275751614515072538,196444506688.275756835937500000,0.019644
146,0x0a1e444a9f760016c016d74bc9edcd2b175c88c1,194221710078858665107438084068,194221710078.858673095703125000,0.019422
147,0x03e236ad091a944b04e0311d329161c2a15d6012,193863747353621668643848630061,193863747353.621673583984375000,0.019386
148,0xdeca79d2143a8c84ae0eb3116cee6cd7aa130983,192011288207306986918391802687,192011288207.306976318359375000,0.019201
149,0x00595bf5688e19a3cfc999a180b0aaed3c349c71,191360013030487389573226354729,191360013030.487396240234375000,0.019136
150,0xb620cb571778f22829709c54f27656810ebd6436,185475793613817290216059929059,185475793613.817291259765625000,0.018548
151,0xa5c483f2475619b20b18f7966fa4a0bee22c3a21,184818556439428782140727245471,184818556439.428771972656250000,0.018482
152,0x88ac6b4eb1ecd9d4c20273a0a92c5bdf97044cfb,180863241100000000000000000000,180863241100.000000000000000000,0.018086
153,0xd9da00601072576e8c4c7b4a3cdab90b49d158f9,179472162991000000000000000000,179472162991.000000000000000000,0.017947
154,0xf4153138e7b58f52ef8a9179f05d70fcfc552ff5,178000000000000000000000000000,178000000000.000000000000000000,0.017800
155,0xcbabe03f2b7b5bfc134274ef088d1aae4fc8a606,177339605488781034562149668015,177339605488.781036376953125000,0.017734
156,0x3d5988eac7dbfdc40ac0674ee2bd4fd01a475f2c,175001124859905945496301507830,175001124859.905944824218750000,0.017500
157,0x1441a97bc66fb8427c61fad98737f4b967e6d66e,172790291111696478966326068844,172790291111.696472167968750000,0.017279
158,0x5b256f3ceb1ed6c5f83600def1ea26661c80cf3f,171815514833000000000000000000,171815514833.000000000000000000,0.017182
159,0x1d1473c50fd1b266a2f304f3034814aa978d8d84,168794722391034961939156922997,168794722391.034973144531250000,0.016879
160,0xb72b6ebb42458c2e1c7a01926026c7613a500a22,168000000000000000000000000000,168000000000.000000000000000000,0.016800
161,0x4ecb8918a19b8019b7e9c067c903b1de6a236775,167959964497078299837512932861,167959964497.078308105468750000,0.016796
162,0x44d90247d0d7b5b22da2b6a37d8f7f555618b227,166780748779223510229508175008,166780748779.223510742187500000,0.016678
163,0xf30c011dce26d70d3518ddbd66a93ee36581e646,165741622158519829652248619646,165741622158.519836425781250000,0.016574
164,0x0ed731dd62d8135279ccab34be662177cd7a6c9c,164065797348000000000000000000,164065797348.000000000000000000,0.016407
165,0xdd691138b659e07c7f58319bff5343bd3c932b4c,163995120743000000000000000000,163995120743.000000000000000000,0.016400
166,0xd6dc2a7d0d1a191b911cbefcab5bfa6854c95a7f,163386300780697388839522657747,163386300780.697387695312500000,0.016339
167,0x7993ee3e839d7f0b67ad51856a522f4f3e7ae813,162448817349495129780000000000,162448817349.495117187500000000,0.016245
168,0x19c22fbac80daacd7c60a9cb3c9987296fb9fd47,160268729959345834402559911317,160268729959.345825195312500000,0.016027
169,0xe61ecc88469358f782267f1f665258781bce374d,160000477915869105229945555067,160000477915.869110107421875000,0.016000
170,0x3cfbc51d12d88ebf24196d951c5e05c665c049f2,159950926366510772988531600041,159950926366.510772705078125000,0.015995
171,0x6e97812fc376860089de66eb54c7b51948831355,159866447058525837345086459692,159866447058.525848388671875000,0.015987
172,0x778b38bd98ad5110e119b8bda2054210f9deb00b,159065062725905202514212854894,159065062725.905212402343750000,0.015907
173,0x811c53fd472dc08e9827d7c0397fa8b3569d94ef,157342377391934349399565255848,157342377391.934356689453125000,0.015734
174,0x0a06df2c13689f65ac687d361f55eda1f21dc5c1,157170676846520743508609983987,157170676846.520751953125000000,0.015717
175,0x7dcc1046eba452347b68824dd47dc5e896c2f5b3,155266989058755359062981477682,155266989058.755371093750000000,0.015527
176,0x33c5691607de06f7929a6535c09423a8f3cdbac8,155000000000000000000000000000,155000000000.000000000000000000,0.015500
177,0x4f70e19b1e948a38f98a5cdc1e50e7bcf3e45cd7,154758501793255912564833945497,154758501793.255920410156250000,0.015476
178,0x25be6c9cbf3b8ddda767ba6a597f8e6d211fc224,153985595625971937502006714136,153985595625.971923828125000000,0.015399
179,0x2c44ada44864ffc84c24c00d67a532cb90735d29,152601847872961095049446190652,152601847872.961090087890625000,0.015260
180,0x86b6d72ef524d19245bf3ba44e3523852b1672f7,152170456619285377214040003155,152170456619.285369873046875000,0.015217
181,0x0e816ad007f7de0d47eeda0fda092eb63c363694,151308366763409506882976443550,151308366763.409515380859375000,0.015131
182,0x6b8eacd363c0bfde9fe29a98b37a3bde3dea0a44,150715744159858122470252469169,150715744159.858123779296875000,0.015072
183,0xc0f962face7e5a0ee212d6d71bd60f5336b10d1a,150000000000000000000000000000,150000000000.000000000000000000,0.015000
184,0xea67d2acf120b3fe847a3d793f2bf6ae7482637a,149285109371951961301855572367,149285109371.951965332031250000,0.014929
185,0x4f8c62e63cc16badcc254f5d86a89e07321dbf78,148504891738636006568689641385,148504891738.636016845703125000,0.014850
186,0x26c07c3fd5fee9974ccacbbebc5f8aa0d2e2dbbd,147993400000000000000000000000,147993400000.000000000000000000,0.014799
187,0x18fd5e6ccbeb7bc11f9cae06cc8b11c2bf013cad,146967902939179846159076500978,146967902939.179840087890625000,0.014697
188,0xcced9616906fbfdc5ee0467cb2eed19e6cd47ae5,145185418507153438980592542859,145185418507.153442382812500000,0.014519
189,0xc2c250b55beedc77214c527faafd5a5c0dddfd51,144002001100000000000000000000,144002001100.000000000000000000,0.014400
190,0xba3fa9a4e0427119ea87073020249f285b9224ba,142785469736466279131372776248,142785469736.466278076171875000,0.014279
191,0x31ed43dbb515078198080f1c3308b779a4c48951,141605187456751254521906565591,141605187456.751251220703125000,0.014161
192,0xb8b090df27cac43244adb299d0211ca145a234b4,141024153856705896654220692000,141024153856.705902099609375000,0.014102
193,0x3968495193d7529b61acf70537d38811c2b91fba,140914152383202371157864255479,140914152383.202362060546875000,0.014091
194,0xe7712d2332b0d61f6c02d495ed9e4890a883dd68,140000000000000000000000000000,140000000000.000000000000000000,0.014000
195,0x11b0312ef8c2f8592ab12fb785bc7853f20371ce,139528397141000000000000000000,139528397141.000000000000000000,0.013953
196,0x78d597633ae12f3900da0885378c45a9e6da2938,139258857720997630173230324377,139258857720.997619628906250000,0.013926
197,0x887e5c98adafdb28da9c146df6c0e91d619d5eff,138710454382695879441569837032,138710454382.695892333984375000,0.013871
198,0x2ff162e2c62fdc6112d9f304b416fb48bd120b32,138330988849593644299595377805,138330988849.593658447265625000,0.013833
199,0xdfc62753187b14dc057d2e5be1de07564d1878e5,138127431926557975743859200754,138127431926.557983398437500000,0.013813
200,0x4bb05ce744f6cb4168721928223911bfdfe6a4bf,137648000001000000000000000000,137648000001.000000000000000000,0.013765
201,0xdd9e54358eeb3710dd9de0720297ca21e497ea97,137624063255126086259744466459,137624063255.126098632812500000,0.013762
202,0x3db8515428daa4983013f321537f96704f69b874,136859948834555393021033367971,136859948834.555389404296875000,0.013686
203,0x1e26e94a5e291d164bceaa80c3d44970a3b782b1,136829504428626918090307423993,136829504428.626922607421875000,0.013683
204,0x62121ddbfdcd022c1d04a0d894fba79b59476b50,135169058011041199751922714101,135169058011.041198730468750000,0.013517
205,0x6dec5249a9d21d68b83bf0744f739532e488bda4,135040760688457455660908728900,135040760688.457458496093750000,0.013504
206,0xc3b1fbf73cfa1dd9a2d2612092148648b83da6f5,134847175419568535736878786117,134847175419.568542480468750000,0.013485
207,0xe5aee862cf3d7a2a19fc4326a837b4fea2a932e1,134314790370000000000000000000,134314790370.000000000000000000,0.013431
208,0xcd9d4ed91b2c972aa90b2f4f2cc86c46d41e14b9,133891279092673137342582258921,133891279092.673141479492187500,0.013389
209,0xcddc548653b1d2ac4988f4028f79a1c4bb8d2025,133222837479882259015768332863,133222837479.882263183593750000,0.013322
210,0xe04717629060b1922fe51279734d3b42efe74ea8,131797802282520078707594509645,131797802282.520080566406250000,0.013180
211,0xb5ea97714e982ff4a970d97f86e1abd2aacc79ef,131501454371000000000000000000,131501454371.000000000000000000,0.013150
212,0x63c4da47ecd847646e556b607d63a1c7e0d0072d,131485142477799987009364398281,131485142477.799987792968750000,0.013149
213,0x364214c79eb46927e0b47ebed81a32d969fdd2c3,131028054379280104538664604056,131028054379.280105590820312500,0.013103
214,0x390e86a2f1c0a91be69bdec952efc4ffca8a5ad2,130000715730175155238932782326,130000715730.175155639648437500,0.013000
215,0x17d0976042be68a009a5ee2aebc36d3e40046f7a,129996700000000000000000000000,129996700000.000000000000000000,0.013000
216,0x549f13004ab60278e2b0e8cbbc22f1186aea0940,129653582082565048008761432900,129653582082.565048217773437500,0.012965
217,0x0bb8c6b23c9b88bdd77be5b1b7513382f8687cbb,129561468711361586686702949200,129561468711.361587524414062500,0.012956
218,0xa5910527e5c7574ee251238a3808d035e002cabf,128841833685000000000000000000,128841833685.000000000000000000,0.012884
219,0xbe89f4d4818dc883587b057cbb72fb5dad55c9d0,127983435087171791515071185341,127983435087.171798706054687500,0.012798
220,0x5e592858aea2cdaefc23da210c03e27cd9d89b1c,127525963728856380353904894172,127525963728.856384277343750000,0.012753
221,0x4cccbc0d971e032270aa8dec4fbacebe4dffa5a3,126380251610758743993297836395,126380251610.758743286132812500,0.012638
222,0x4c20c4bfbbc96c08b48c864e0e8f0960582b1b2e,125933776139909488468810946427,125933776139.909484863281250000,0.012593
223,0xa7ede026d1ab268dc7f43955aeb224cc24f99c63,122343793217620920434375463467,122343793217.620925903320312500,0.012234
224,0x99ef3b19ff6b29529f70e8af28d7a8a462ac8016,121562193582000000000000000000,121562193582.000000000000000000,0.012156
225,0x2fc570ed8a01618e8dada280d052cd7c11683910,120685175103941118926392758727,120685175103.941116333007812500,0.012069
226,0x989a77c8359a363d971e45883e5c0894bc64744b,120126054957831537433600113809,120126054957.831542968750000000,0.012013
227,0xa98200213c5cc919f617947d9f4a5281792d31f8,119552385204593974027404550947,119552385204.593978881835937500,0.011955
228,0xb9f3b279b216739d737b486b84a45ff813234c32,119514401542648605002506619968,119514401542.648605346679687500,0.011951
229,0x98011a7b0795f456ffce7c988369f1149e8aeba2,119030809990468416816122745754,119030809990.468414306640625000,0.011903
230,0x7dff806f723157cb4c54c733734658c4d7761312,118240438318539460455107553046,118240438318.539459228515625000,0.011824
231,0x7f822e98a9ea0765b0e3872dd896411aeebddaef,118181403868000000000000000000,118181403868.000000000000000000,0.011818
232,0x897f5b61980208897ef1e16d4f468a37d67424d8,117917592458000000000000000000,117917592458.000000000000000000,0.011792
233,0xf3873bdb675930946c65a2f7e8346d29abbc22a0,117187143617454383666869579947,117187143617.454376220703125000,0.011719
234,0xc41d070fa187d601a1c90f145bd4c476c7343909,117166858006984217802960087303,117166858006.984222412109375000,0.011717
235,0xaafca296574a017ee4e57a8e5c7b83eb241fb942,116422745410837436648744717373,116422745410.837432861328125000,0.011642
